source,target,source_belief,target_belief,trust,distrust,source_party,target_party
1410,20,2.209,-1.438,0.9069517879,0.2222222222,Republican,Democratic
26,20,-1.78,-1.438,0.7989151438,0.09321093601,Democratic,Democratic
811,20,-2.028,-1.438,0.9335812867,0.05241090147,Democratic,Democratic
15,20,-1.798,-1.438,0.9496212795,0.1111111111,Democratic,Democratic
1247,20,-1.779,-1.438,0.8056602563,0.07936507937,Democratic,Democratic
28,20,1.032,-1.438,0.9594041662,0.2777777778,Republican,Democratic
29,20,1.548,-1.438,0.9407139824,0.190821256,Republican,Democratic
1409,20,-1.043,-1.438,0.8837500221,0.06491885144,Democratic,Democratic
809,20,-0.485,-1.438,0.9719024774,0.02550091075,Democratic,Democratic
1244,20,-1.706,-1.438,0.8425057916,0.07936507937,Democratic,Democratic
1408,20,1.654,-1.438,0.8641432638,0.6577777778,Republican,Democratic
16,20,-2.906,-1.438,0.9529390804,0.07936507937,Democratic,Democratic
807,20,-1.523,-1.438,0.7932643999,0.06760990227,Democratic,Democratic
14,20,-0.508,-1.438,0.9518175687,0.005555555556,Democratic,Democratic
820,20,-1.882,-1.438,0.9397717455,0.04678362573,Democratic,Democratic
818,20,-1.472,-1.438,0.7832214247,0.1419113414,Democratic,Democratic
1432,20,-2.086,-1.438,0.8511926602,0.1222222222,Democratic,Democratic
25,20,-1.078,-1.438,0.9404982975,0.05555555556,Democratic,Democratic
1427,20,-1.854,-1.438,0.9441461417,0.05260683761,Democratic,Democratic
21,20,-1.54,-1.438,0.9639389466,0.009604239112,Democratic,Democratic
1243,20,-1.593,-1.438,0.8970900575,0.003129890454,Democratic,Democratic
22,20,-0.908,-1.438,0.9734225274,0.0,Democratic,Democratic
1245,20,-2.393,-1.438,0.9224534263,0.07936507937,Democratic,Democratic
806,20,-1.692,-1.438,0.9398074216,0.05555555556,Democratic,Democratic
19,20,-1.719,-1.438,0.7962296593,0.07936507937,Democratic,Democratic
1428,20,-1.617,-1.438,0.9709916657,0.05555555556,Democratic,Democratic
23,20,-1.921,-1.438,0.8616539807,0.07468123862,Democratic,Democratic
2385,128,-1.231,1.483,0.364329274,0.5894313153,Democratic,Republican
404,128,0.829,1.483,0.3647566617,0.1518796992,Republican,Republican
1729,128,1.25,1.483,0.4044480478,0.2359133127,Republican,Republican
2007,128,0.834,1.483,0.4806572794,0.183625731,Republican,Republican
123,128,-1.455,1.483,0.4641805304,0.6338345865,Democratic,Republican
1764,128,1.022,1.483,0.3681002238,0.04812030075,Republican,Republican
1123,128,1.286,1.483,0.7204043562,0.236672326,Republican,Republican
1620,128,1.288,1.483,0.5179882978,0.1971758665,Republican,Republican
142,128,-1.572,1.483,0.6545722728,0.562406015,Democratic,Republican
126,128,0.849,1.483,0.7497144401,0.03859649123,Republican,Republican
159,128,1.593,1.483,0.4860839191,0.05944272446,Republican,Republican
212,128,-1.142,1.483,0.6756161685,0.4274853801,Democratic,Republican
140,128,-1.369,1.483,0.5562958686,0.6052631579,Democratic,Republican
192,128,-1.185,1.483,0.7117207296,0.3812246964,Democratic,Republican
132,128,-1.899,1.483,0.504486745,0.6576441103,Democratic,Republican
138,128,1.225,1.483,0.7396992479,0.09473684211,Republican,Republican
1784,128,1.418,1.483,0.7440498099,0.04765187958,Republican,Republican
96,128,0.698,1.483,0.6762029277,0.03725240521,Republican,Republican
165,128,1.1,1.483,0.6756246891,0.06537904394,Republican,Republican
171,128,-1.651,1.483,0.5493460313,0.6124552337,Democratic,Republican
113,128,3.408,1.483,0.5752958602,0.2487304335,Republican,Republican
95,128,1.589,1.483,0.6711595325,0.02105263158,Republican,Republican
198,128,-1.696,1.483,0.6552308313,0.2665111432,Democratic,Republican
202,128,-0.802,1.483,0.6867618198,0.4261933905,Democratic,Republican
178,128,-0.741,1.483,0.7494197967,0.1796646955,Democratic,Republican
187,128,-0.695,1.483,0.7139446086,0.3588529015,Democratic,Republican
210,128,-1.312,1.483,0.7123094331,0.2341093117,Democratic,Republican
204,128,-0.664,1.483,0.7027944404,0.2230818616,Democratic,Republican
199,128,-0.587,1.483,0.6889256265,0.4552631579,Democratic,Republican
81,128,-1.501,1.483,0.5246631085,0.5177631579,Democratic,Republican
155,128,-0.558,1.483,0.7236871747,0.4294010889,Democratic,Republican
141,128,1.416,1.483,0.7458076501,0.02132116004,Republican,Republican
150,128,1.506,1.483,0.6939421884,0.01225602369,Republican,Republican
147,128,0.944,1.483,0.7565182857,0.06943428089,Republican,Republican
116,128,1.164,1.483,0.7730447232,0.05691150954,Republican,Republican
154,128,1.068,1.483,0.5915206829,0.06119536128,Republican,Republican
127,128,0.766,1.483,0.7654772147,0.03021601773,Republican,Republican
455,128,1.526,1.483,0.6997880264,0.07734553776,Republican,Republican
161,128,0.962,1.483,0.7578506641,0.06608790016,Republican,Republican
195,128,-1.138,1.483,0.6843087468,0.4257282742,Democratic,Republican
200,128,-1.202,1.483,0.5798524997,0.4830409357,Democratic,Republican
191,128,-0.653,1.483,0.7608968338,0.2427866101,Democratic,Republican
183,128,0.993,1.483,0.736206492,0.02344497608,Republican,Republican
160,128,3.067,1.483,0.6121174734,0.2651510433,Republican,Republican
179,128,0.799,1.483,0.7728481415,0.0156685633,Republican,Republican
169,128,1.683,1.483,0.7500272414,0.0544695071,Republican,Republican
163,128,1.091,1.483,0.7299715364,0.005263157895,Republican,Republican
166,128,1.799,1.483,0.7423726661,0.09473684211,Republican,Republican
129,128,1.083,1.483,0.7565340551,0.08026315789,Republican,Republican
144,128,1.013,1.483,0.751156923,0.05328334423,Republican,Republican
102,128,1.571,1.483,0.7284776601,0.006275303644,Republican,Republican
148,128,1.569,1.483,0.7207184455,0.02899969476,Republican,Republican
151,128,1.18,1.483,0.6919944807,0.04372469636,Republican,Republican
101,128,2.59,1.483,0.6277260528,0.224775981,Republican,Republican
133,128,1.559,1.483,0.7423868383,0.03859649123,Republican,Republican
186,128,1.263,1.483,0.7496773977,0.06064861443,Republican,Republican
156,128,1.45,1.483,0.6947671869,0.1368421053,Republican,Republican
158,128,0.369,1.483,0.6225050174,0.2052631579,Republican,Republican
167,128,1.322,1.483,0.720715356,0.08026315789,Republican,Republican
562,2070,0.844,-1.145,0.5898187772,0.7894688645,Republican,Democratic
359,2070,-1.057,-1.145,0.3607135688,0.003080130051,Democratic,Democratic
2023,2070,-1.284,-1.145,0.4513608339,0.03601283175,Democratic,Democratic
357,2070,-0.712,-1.145,0.3665197708,0.04613553114,Democratic,Democratic
1733,2070,-1.152,-1.145,0.7811450877,0.0278046028,Democratic,Democratic
1732,2070,-1.138,-1.145,0.7727772902,0.3161355311,Democratic,Democratic
1737,2070,-1.166,-1.145,0.7397113146,0.08113553114,Democratic,Democratic
1131,2070,-1.213,-1.145,0.7337521967,0.1228021978,Democratic,Democratic
1967,2070,-0.879,-1.145,0.4250683725,0.0003862079949,Democratic,Democratic
1511,2070,-1.259,-1.145,0.3014908233,0.02517124734,Democratic,Democratic
2054,2070,-1.304,-1.145,0.7070521559,0.2061355311,Democratic,Democratic
880,2070,-1.341,-1.145,0.5957313354,0.02525032439,Democratic,Democratic
1739,2070,-1.185,-1.145,0.6935903267,0.255242674,Democratic,Democratic
1743,2070,-1.266,-1.145,0.5802439275,0.01992529377,Democratic,Democratic
1127,2070,-1.4,-1.145,0.6476375477,0.0009852216749,Democratic,Democratic
368,2142,0.919,-0.323,0.9160925631,0.38,Republican,Democratic
1692,2142,1.136,-0.323,0.8385757997,0.4024390244,Republican,Democratic
569,2142,1.932,-0.323,0.7098550717,0.4668874172,Republican,Democratic
2364,2142,-0.843,-0.323,0.8731103852,0.01433251433,Democratic,Democratic
1618,2142,0.978,-0.323,0.9276688791,0.3709677419,Republican,Democratic
597,2142,0.996,-0.323,0.8828142345,0.4166666667,Republican,Democratic
1616,2142,0.738,-0.323,0.9212569299,0.3681727905,Republican,Democratic
2365,2142,-0.061,-0.323,0.9299973607,0.2546296296,Democratic,Democratic
602,2142,1.163,-0.323,0.8178736943,0.381591893,Republican,Democratic
1690,2142,1.385,-0.323,0.8890354186,0.4411764706,Republican,Democratic
2141,2142,-1.109,-0.323,0.8818881073,0.1883095855,Democratic,Democratic
2367,2142,0.673,-0.323,0.8949583126,0.2756861365,Republican,Democratic
377,2142,-0.004,-0.323,0.9057192085,0.02307692308,Democratic,Democratic
788,1626,0.638,0.361,0.8643101885,0.05303030303,Republican,Republican
844,1626,0.51,0.361,0.8924402843,0.04377104377,Republican,Republican
234,1626,0.949,0.361,0.5796033992,0.2261072261,Republican,Republican
730,1626,0.51,0.361,0.6883709739,0.0779165935,Republican,Republican
731,1626,0.681,0.361,0.8523095841,0.07691953005,Republican,Republican
1648,1626,0.28,0.361,0.8559918589,0.01899787894,Republican,Republican
743,1626,0.671,0.361,0.9068771435,0.01899787894,Republican,Republican
1623,1626,0.416,0.361,0.8401225014,0.01731601732,Republican,Republican
789,1626,0.354,0.361,0.6703299378,0.08158508159,Republican,Republican
489,1979,-1.501,-1.701,0.8629120749,0.02758352758,Democratic,Democratic
535,1979,-1.411,-1.701,0.7012145114,0.02525252525,Democratic,Democratic
483,1979,-1.356,-1.701,0.8537529965,0.05555555556,Democratic,Democratic
1798,1979,-2.07,-1.701,0.8155835493,0.05555555556,Democratic,Democratic
472,1979,-1.471,-1.701,0.8129268436,0.02430555556,Democratic,Democratic
1793,1979,-1.717,-1.701,0.7352940488,0.02046783626,Democratic,Democratic
481,1979,-1.221,-1.701,0.88330589,0.01944444444,Democratic,Democratic
552,1979,-1.263,-1.701,0.8870479986,0.001048218029,Democratic,Democratic
480,1979,-0.875,-1.701,0.8990087283,0.08170520999,Democratic,Democratic
852,1120,-0.953,-1.373,0.2738684042,0.005691056911,Democratic,Democratic
1133,1120,-0.971,-1.373,0.4062835942,0.007843137255,Democratic,Democratic
819,1120,-1.679,-1.373,0.3298839144,0.1035460993,Democratic,Democratic
2533,1120,-1.825,-1.373,0.8879150507,0.05425971878,Democratic,Democratic
2911,1120,-1.72,-1.373,0.9359591594,0.0343537415,Democratic,Democratic
2686,1120,-1.202,-1.373,0.9263327645,0.03859649123,Democratic,Democratic
2536,1120,-1.788,-1.373,0.8810051448,0.03636363636,Democratic,Democratic
1041,1048,-1.241,-1.383,0.9139590283,0.02494370345,Democratic,Democratic
2443,1120,-0.69,-1.373,0.9326289898,0.09122807018,Republican,Democratic
1121,1120,-1.418,-1.373,0.8949009169,0.02820512821,Democratic,Democratic
1103,1120,-1.31,-1.373,0.9192427042,0.04355054975,Democratic,Democratic
1045,1048,0.008,-1.383,0.9232018822,0.4183920057,Republican,Democratic
1044,1048,-1.163,-1.383,0.9758035888,0.003863334541,Democratic,Democratic
2765,1048,-1.018,-1.383,0.8444617797,0.1394933088,Democratic,Democratic
2793,1048,-1.104,-1.383,0.9713802766,0.05237229684,Democratic,Democratic
65,1048,-1.179,-1.383,0.9418195772,0.04174212242,Democratic,Democratic
2731,1048,-1.182,-1.383,0.9727193749,0.02379953869,Democratic,Democratic
67,1048,-1.091,-1.383,0.9624819126,0.0292425006,Democratic,Democratic
1813,1048,-1.243,-1.383,0.8867356172,0.0125213432,Democratic,Democratic
2561,1048,0.414,-1.383,0.8366276134,0.6093273963,Republican,Democratic
452,1048,0.186,-1.383,0.825822889,0.5946215139,Republican,Democratic
72,1048,-1.165,-1.383,0.9550527832,0.04426737494,Democratic,Democratic
1053,1048,-1.088,-1.383,0.9561113803,0.07539074471,Democratic,Democratic
1051,1048,-1.295,-1.383,0.9478329474,0.03485342639,Democratic,Democratic
1056,1048,-1.067,-1.383,0.9426410293,0.02376589897,Democratic,Democratic
2552,1048,-1.204,-1.383,0.8281787312,0.03292950646,Democratic,Democratic
40,1831,0.569,-0.908,0.9114181198,0.25,Republican,Democratic
367,1831,-0.936,-0.908,0.3469070362,0.2857142857,Democratic,Democratic
57,1831,0.843,-0.908,0.8884090621,0.4,Republican,Democratic
91,1831,-1.432,-0.908,0.8453375486,0.05,Democratic,Democratic
47,1831,-1.13,-0.908,0.7655425469,0.01666666667,Democratic,Democratic
46,1831,-0.973,-0.908,0.9240491109,0.01666666667,Democratic,Democratic
61,1831,0.83,-0.908,0.7212044678,0.4277777778,Republican,Democratic
41,1831,-1.172,-0.908,0.9187906029,0.1750626566,Democratic,Democratic
48,1831,-0.82,-0.908,0.8053126859,0.007512953368,Democratic,Democratic
1857,1831,0.61,-0.908,0.7379613781,0.3642857143,Republican,Democratic
696,1831,0.491,-0.908,0.9115560832,0.3547223664,Republican,Democratic
59,1831,-1.406,-0.908,0.8221046447,0.01666666667,Democratic,Democratic
56,1831,-1.556,-0.908,0.7058814835,0.1394736842,Democratic,Democratic
2723,2544,1.568,1.426,0.8689184605,0.003040014376,Republican,Republican
2545,2544,1.156,1.426,0.8846113639,0.01963293473,Republican,Republican
407,2544,-0.403,1.426,0.6654319448,0.8113733477,Democratic,Republican
1643,2544,1.471,1.426,0.7921919599,0.01966353468,Republican,Republican
2543,2544,0.903,1.426,0.8964575383,0.003040014376,Republican,Republican
11,813,1.297,-1.128,0.9703540291,0.2433862434,Republican,Democratic
10,813,-0.85,-1.128,0.968558828,0.04769152714,Democratic,Democratic
29,813,1.548,-1.128,0.9493663463,0.2278582931,Republican,Democratic
5,813,-1.676,-1.128,0.8197862033,0.03013432989,Democratic,Democratic
808,813,-2.028,-1.128,0.9183050344,0.07609427609,Democratic,Democratic
1246,813,-1.999,-1.128,0.7251554871,0.09427609428,Democratic,Democratic
1240,813,-1.164,-1.128,0.9407668302,0.02518518519,Democratic,Democratic
1424,813,0.803,-1.128,0.7592747772,0.2481152101,Republican,Democratic
16,813,-2.906,-1.128,0.9449700404,0.04232804233,Democratic,Democratic
1409,813,-1.043,-1.128,0.8827626329,0.0278818144,Democratic,Democratic
807,813,-1.523,-1.128,0.7988644434,0.03057286523,Democratic,Democratic
820,813,-1.882,-1.128,0.9473183978,0.009746588694,Democratic,Democratic
15,813,-1.798,-1.128,0.9505850997,0.07407407407,Democratic,Democratic
7,813,-2.402,-1.128,0.7966491005,0.1185185185,Democratic,Democratic
1429,813,-1.833,-1.128,0.94390551,0.03985646546,Democratic,Democratic
1588,813,0.833,-1.128,0.9438489754,0.3148148148,Republican,Democratic
809,813,-0.485,-1.128,0.9744522202,0.01153612629,Democratic,Democratic
1637,813,1.446,-1.128,0.9448580481,0.2523148148,Republican,Democratic
28,813,1.032,-1.128,0.9609579179,0.3148148148,Republican,Democratic
0,813,-2.004,-1.128,0.6575108029,0.1226851852,Democratic,Democratic
1432,813,-2.086,-1.128,0.8520782732,0.08518518519,Democratic,Democratic
812,813,0.527,-1.128,0.9489516262,0.03356481481,Democratic,Democratic
1431,813,-0.649,-1.128,0.938375931,0.02792956891,Democratic,Democratic
806,813,-1.692,-1.128,0.9389902989,0.01851851852,Democratic,Democratic
17,813,1.257,-1.128,0.9329667332,0.2975850138,Republican,Democratic
1426,813,-1.574,-1.128,0.8813534011,0.005291005291,Democratic,Democratic
632,813,-2.004,-1.128,0.7987511079,0.06018518519,Democratic,Democratic
21,813,-1.54,-1.128,0.9652978913,0.02743279792,Democratic,Democratic
811,813,-2.028,-1.128,0.9253625822,0.01537386443,Democratic,Democratic
27,813,1.337,-1.128,0.8969845036,0.4511784512,Republican,Democratic
24,813,-1.931,-1.128,0.958618373,0.05005005005,Democratic,Democratic
19,813,-1.719,-1.128,0.8178067135,0.04232804233,Democratic,Democratic
1239,813,-1.912,-1.128,0.9731126006,0.04882154882,Democratic,Democratic
818,813,-1.472,-1.128,0.7795463954,0.1048743044,Democratic,Democratic
1247,813,-1.779,-1.128,0.7908368192,0.04232804233,Democratic,Democratic
810,813,-2.149,-1.128,0.8080941108,0.08850263387,Democratic,Democratic
23,813,-1.921,-1.128,0.8555833157,0.03764420158,Democratic,Democratic
819,813,-1.679,-1.128,0.8510989825,0.01497241923,Democratic,Democratic
500,2285,-0.391,-0.57,0.8209034236,0.06666666667,Democratic,Democratic
2719,2285,-0.604,-0.57,0.9119243407,0.02105263158,Democratic,Democratic
1475,2285,-0.582,-0.57,0.9547141298,0.06609195402,Democratic,Democratic
1477,2285,-0.499,-0.57,0.9586507553,0.0375,Democratic,Democratic
1478,2285,-0.467,-0.57,0.8570256399,0.03945945946,Democratic,Democratic
1479,2285,-0.657,-0.57,0.8909836153,0.007142857143,Democratic,Democratic
494,2285,-0.457,-0.57,0.9494015702,0.06515151515,Democratic,Democratic
2857,2285,-0.05,-0.57,0.893925163,0.2636363636,Republican,Democratic
1472,2285,-0.52,-0.57,0.9349259529,0.02857142857,Democratic,Democratic
1474,2285,-0.483,-0.57,0.8500723247,0.03316477033,Democratic,Democratic
2179,2285,-0.574,-0.57,0.95201563,0.06,Democratic,Democratic
1470,2285,-0.495,-0.57,0.9185384937,0.05744680851,Democratic,Democratic
1395,2285,-0.103,-0.57,0.8978073157,0.2459164292,Republican,Democratic
1122,2285,-0.777,-0.57,0.7356174383,0.05833333333,Democratic,Democratic
2286,2285,-0.565,-0.57,0.9397235132,0.03257575758,Democratic,Democratic
498,2285,-0.616,-0.57,0.9283422383,0.1,Democratic,Democratic
1480,2285,-0.893,-0.57,0.7079302691,0.07435897436,Democratic,Democratic
2401,2192,0.888,-0.909,0.8163151499,0.5064333153,Republican,Democratic
634,2192,-0.689,-0.909,0.9672144636,0.1016714105,Democratic,Democratic
944,2192,-0.386,-0.909,0.971392266,0.07749621141,Democratic,Democratic
948,2192,-0.923,-0.909,0.9049546308,0.06499525617,Democratic,Democratic
636,2192,0.037,-0.909,0.9320371463,0.2826237915,Republican,Democratic
638,2192,-1.062,-0.909,0.7491739872,0.1385246679,Democratic,Democratic
639,2192,-1.553,-0.909,0.8060294691,0.01833807717,Democratic,Democratic
2274,2192,-1.271,-0.909,0.9199736342,0.107852399,Democratic,Democratic
2194,2192,-0.83,-0.909,0.9116162401,0.06499525617,Democratic,Democratic
950,2192,-0.915,-0.909,0.9563698861,0.007302948475,Democratic,Democratic
2208,1928,-1.622,-0.707,0.5201766446,0.04126984127,Democratic,Democratic
1189,1928,-0.902,-0.707,0.7229366272,0.03015873016,Democratic,Democratic
47,1928,-1.13,-0.707,0.3541436307,0.2206349206,Democratic,Democratic
1158,1928,-0.798,-0.707,0.773223677,0.001587301587,Democratic,Democratic
1924,1928,-1.077,-0.707,0.6796015614,0.005555555556,Democratic,Democratic
669,1928,-1.409,-0.707,0.335996286,0.05396825397,Democratic,Democratic
2209,1928,-1.853,-0.707,0.436329307,0.04126984127,Democratic,Democratic
882,1928,-0.982,-0.707,0.3929777465,0.1126984127,Democratic,Democratic
941,1928,-1.157,-0.707,0.3449728831,0.08705738706,Democratic,Democratic
622,1928,-1.341,-0.707,0.4048900151,0.0326984127,Democratic,Democratic
529,1928,-1.139,-0.707,0.3492951826,0.04407096172,Democratic,Democratic
2382,1928,-1.67,-0.707,0.4026901623,0.01746031746,Democratic,Democratic
1191,1928,1.015,-0.707,0.6798398658,0.2873015873,Republican,Democratic
2596,1928,-0.634,-0.707,0.836926501,0.07248677249,Democratic,Democratic
2988,1928,-0.773,-0.707,0.8279201607,0.007435254804,Democratic,Democratic
658,1928,0.522,-0.707,0.8265071599,0.3121136174,Republican,Democratic
1925,1928,-0.535,-0.707,0.8207625383,0.0808499744,Democratic,Democratic
1927,1928,-0.77,-0.707,0.6988713242,0.0473015873,Democratic,Democratic
83,1928,-0.849,-0.707,0.6130482246,0.0700474129,Democratic,Democratic
654,1928,-0.801,-0.707,0.6617623091,0.02574189096,Democratic,Democratic
1199,1928,-0.594,-0.707,0.8314059716,0.04519632414,Democratic,Democratic
1926,1928,-0.707,-0.707,0.799557387,0.001587301587,Democratic,Democratic
1929,1928,-0.724,-0.707,0.8152318509,0.0873015873,Democratic,Democratic
94,1928,-0.882,-0.707,0.5192322878,0.004254377001,Democratic,Democratic
656,1928,-0.709,-0.707,0.6934232312,0.02063492063,Democratic,Democratic
1195,1928,-0.462,-0.707,0.7575531874,0.0873015873,Democratic,Democratic
2292,2992,-1.263,-1.033,0.784250712,0.02238308381,Democratic,Democratic
256,2992,-0.578,-1.033,0.8194461813,0.1099859576,Democratic,Democratic
