source,target,source_belief,target_belief,trust,distrust,source_party,target_party
1842,884,-1.057,-1.232,0.6768220133,0.04047336106,Democratic,Democratic
1513,884,-1.133,-1.232,0.5013376457,0.01835016835,Democratic,Democratic
1515,884,-0.923,-1.232,0.6452387904,0.0271043771,Democratic,Democratic
1520,884,1.353,-1.232,0.559121658,0.8907407407,Republican,Democratic
1838,884,-1.123,-1.232,0.6654442198,0.01209136691,Democratic,Democratic
1594,884,-0.985,-1.232,0.5247768183,0.07255892256,Democratic,Democratic
1326,884,-1.319,-1.232,0.6758305784,0.03265495581,Democratic,Democratic
1308,884,0.92,-1.232,0.503454978,0.7316498316,Republican,Democratic
1509,884,-1.374,-1.232,0.613936716,0.1021748913,Democratic,Democratic
1511,884,-1.259,-1.232,0.6199993964,0.0003430531732,Democratic,Democratic
124,884,-1.215,-1.232,0.5771278333,0.07598945429,Democratic,Democratic
1583,884,-1.229,-1.232,0.6730434178,0.06835503396,Democratic,Democratic
1514,884,-1.201,-1.232,0.6512238367,0.08785283917,Democratic,Democratic
1593,884,-1.043,-1.232,0.6921402723,0.1038217774,Democratic,Democratic
1687,884,-0.747,-1.232,0.4120502486,0.1066498316,Democratic,Democratic
1517,884,-0.899,-1.232,0.6827717948,0.04672919673,Democratic,Democratic
1581,884,-0.615,-1.232,0.6661734585,0.118013468,Democratic,Democratic
1954,884,-0.848,-1.232,0.6898193759,0.1875641609,Democratic,Democratic
2381,884,-1.413,-1.232,0.5509227502,0.005602786326,Democratic,Democratic
1597,884,-1.002,-1.232,0.6455898141,0.04414983165,Democratic,Democratic
1508,884,-1.206,-1.232,0.6661754524,0.07498316498,Democratic,Democratic
1956,884,-1.105,-1.232,0.5546121162,0.0271043771,Democratic,Democratic
2627,884,-1.217,-1.232,0.6096640326,0.000493025493,Democratic,Democratic
1835,884,-1.501,-1.232,0.6007330302,0.02345047474,Democratic,Democratic
366,884,-1.393,-1.232,0.5667249041,0.01461686462,Democratic,Democratic
267,3011,0.753,0.648,0.9010960571,0.131302521,Republican,Republican
268,935,0.645,-0.79,0.8173328034,0.4371002132,Republican,Democratic
1207,935,-0.584,-0.79,0.943779265,0.0611576265,Democratic,Democratic
249,935,-0.671,-0.79,0.9510562617,0.0232172471,Democratic,Democratic
252,935,-0.823,-0.79,0.8657119498,0.009328358209,Democratic,Democratic
1203,935,-1.066,-0.79,0.9499298486,0.05538098979,Democratic,Democratic
937,935,-0.875,-0.79,0.7769499487,0.03016169154,Democratic,Democratic
255,935,-0.572,-0.79,0.9567053823,0.09644087256,Democratic,Democratic
1414,935,-0.482,-0.79,0.935667216,0.03817451206,Democratic,Democratic
273,935,-1.049,-0.79,0.5794402505,0.1156716418,Democratic,Democratic
265,935,-0.706,-0.79,0.9611162618,0.0579793341,Democratic,Democratic
1202,935,-0.754,-0.79,0.9069834827,0.01309021862,Democratic,Democratic
259,935,-0.468,-0.79,0.9618655276,0.02192164179,Democratic,Democratic
925,935,-0.811,-0.79,0.9624616825,0.01853888452,Democratic,Democratic
927,935,-0.754,-0.79,0.8473772491,0.008528784648,Democratic,Democratic
930,935,-1.101,-0.79,0.9463482604,0.03924941754,Democratic,Democratic
929,935,-1.155,-0.79,0.8009502536,0.1125892278,Democratic,Democratic
246,935,-0.778,-0.79,0.9385496181,0.008910763554,Democratic,Democratic
253,935,-0.803,-0.79,0.9081942373,0.03432835821,Democratic,Democratic
938,935,-0.527,-0.79,0.9428940552,0.06567164179,Democratic,Democratic
921,935,-0.832,-0.79,0.9349220429,0.01668129939,Democratic,Democratic
939,935,-0.773,-0.79,0.9381690004,0.04111023828,Democratic,Democratic
1205,935,-0.818,-0.79,0.7420475924,0.02069199457,Democratic,Democratic
262,935,-0.825,-0.79,0.8687203208,0.04214223003,Democratic,Democratic
931,935,-0.819,-0.79,0.9645095385,0.01894374282,Democratic,Democratic
2089,2407,0.828,0.82,0.3905462114,0.1169088319,Republican,Republican
2631,2407,1.174,0.82,0.7293741245,0.03846153846,Republican,Republican
2415,2407,0.903,0.82,0.8868304646,0.02331002331,Republican,Republican
2750,2407,0.801,0.82,0.8707998279,0.008075258075,Republican,Republican
2632,2407,0.935,0.82,0.8189068501,0.04487179487,Republican,Republican
2408,2407,1.133,0.82,0.8793645628,0.05698005698,Republican,Republican
2984,2407,1.136,0.82,0.9038470617,0.03142130858,Republican,Republican
2416,2407,0.911,0.82,0.9002068239,0.03121516165,Republican,Republican
236,2407,2.472,0.82,0.717281883,0.003087388802,Republican,Republican
2417,2407,0.779,0.82,0.860927042,0.02331002331,Republican,Republican
1846,2407,0.782,0.82,0.8355186215,0.01762820513,Republican,Republican
1137,2407,0.616,0.82,0.3917689169,0.0387742339,Republican,Republican
2634,2407,-0.57,0.82,0.8538946473,0.2147435897,Democratic,Republican
2404,2407,0.521,0.82,0.8635631365,0.01465201465,Republican,Republican
1446,2407,0.894,0.82,0.8097930134,0.01000625391,Republican,Republican
2751,2407,-1.077,0.82,0.7995130323,0.5641025641,Democratic,Republican
2335,2407,0.939,0.82,0.862452133,0.02344322344,Republican,Republican
2636,2407,1.081,0.82,0.8663025645,0.04233750745,Republican,Republican
2337,2407,0.868,0.82,0.894854486,0.02865761689,Republican,Republican
1405,2407,0.99,0.82,0.8683282253,0.03846153846,Republican,Republican
2411,2407,1.19,0.82,0.8668124595,0.03067168339,Republican,Republican
2703,571,1.827,1.435,0.8943303282,0.1090909091,Republican,Republican
577,571,0.794,1.435,0.9025794873,0.15,Republican,Republican
2879,2649,0.167,-0.87,0.9003558689,0.1857142857,Republican,Democratic
3012,2649,-1.088,-0.87,0.8267407445,0.01111111111,Democratic,Democratic
2652,2649,0.5,-0.87,0.8934534224,0.2333333333,Republican,Democratic
2782,2649,-0.428,-0.87,0.9470258822,0.1,Democratic,Democratic
2886,2649,-0.341,-0.87,0.9770062517,0.025,Democratic,Democratic
2650,2649,-1.382,-0.87,0.9504767136,0.01111111111,Democratic,Democratic
2485,2649,-1.72,-0.87,0.8167918563,0.03333333333,Democratic,Democratic
2647,2649,-0.925,-0.87,0.9693801132,0.05151515152,Democratic,Democratic
2780,2649,-1.162,-0.87,0.8423499578,0.06575342466,Democratic,Democratic
2163,2649,-1.123,-0.87,0.8064948046,0.04285714286,Democratic,Democratic
1653,2649,-1.416,-0.87,0.8590033277,0.025,Democratic,Democratic
2328,2649,-1.071,-0.87,0.9096361279,0.0875,Democratic,Democratic
2162,2649,-1.102,-0.87,0.9413761149,0.0375,Democratic,Democratic
2165,2649,-0.6,-0.87,0.9442898304,0.025,Democratic,Democratic
2887,2649,0.896,-0.87,0.9292942975,0.2333333333,Republican,Democratic
1652,2649,-0.935,-0.87,0.9141545091,0.04285714286,Democratic,Democratic
913,918,-1.236,-1.004,0.757778055,0.009049773756,Democratic,Democratic
2469,918,-1.239,-1.004,0.8353203322,0.03510436433,Democratic,Democratic
2556,918,-0.705,-1.004,0.3702727664,0.2205882353,Democratic,Democratic
2704,918,-0.839,-1.004,0.8435157504,0.06736242884,Democratic,Democratic
2804,918,-1.16,-1.004,0.8941016594,0.03308823529,Democratic,Democratic
2210,918,-1.273,-1.004,0.8017765322,0.04149560382,Democratic,Democratic
915,918,-1.632,-1.004,0.8959373927,0.01058823529,Democratic,Democratic
1140,918,-1.227,-1.004,0.7296192813,0.05754475703,Democratic,Democratic
825,835,0.956,-1.272,0.8661493245,0.4571428571,Republican,Democratic
2721,918,-0.976,-1.004,0.8929380743,0.0303030303,Democratic,Democratic
833,835,0.863,-1.272,0.7087375612,0.8015873016,Republican,Democratic
412,918,-1.42,-1.004,0.5884812109,0.02941176471,Democratic,Democratic
914,918,-1.356,-1.004,0.7861836856,0.006302521008,Democratic,Democratic
912,918,-1.046,-1.004,0.8654469062,0.01321023854,Democratic,Democratic
920,918,-1.331,-1.004,0.8862128231,0.02719200888,Democratic,Democratic
418,918,-1.044,-1.004,0.9186628815,0.02614379085,Democratic,Democratic
911,918,-1.24,-1.004,0.9004737328,0.03541502264,Democratic,Democratic
1139,918,-1.238,-1.004,0.9056943652,0.08597285068,Democratic,Democratic
411,918,-1.077,-1.004,0.8845513411,0.04793866264,Democratic,Democratic
2038,918,-1.278,-1.004,0.9009913553,0.04751131222,Democratic,Democratic
2044,918,-1.245,-1.004,0.8689108472,0.01454958795,Democratic,Democratic
419,918,-0.952,-1.004,0.8880482699,0.01604278075,Democratic,Democratic
417,918,-1.034,-1.004,0.8982791125,0.06820728291,Democratic,Democratic
2041,918,-1.171,-1.004,0.7863596079,0.03510436433,Democratic,Democratic
1631,846,-1.136,-1.288,0.7641160863,0.01907894737,Democratic,Democratic
749,846,-1.386,-1.288,0.6405285145,0.2631578947,Democratic,Democratic
740,846,-1.278,-1.288,0.8410822358,0.002129986212,Democratic,Democratic
2276,846,-1.52,-1.288,0.8448086386,0.09828038767,Democratic,Democratic
723,846,-1.432,-1.288,0.9350701332,0.03850834239,Democratic,Democratic
1625,846,-1.227,-1.288,0.8351574428,0.1326660669,Democratic,Democratic
715,846,-0.791,-1.288,0.8022270535,0.1856253537,Democratic,Democratic
1646,846,0.711,-1.288,0.8870396376,0.07547588474,Republican,Democratic
1623,846,0.416,-1.288,0.8215937596,0.3458646617,Republican,Democratic
791,846,1.222,-1.288,0.8592657392,0.3815789474,Republican,Democratic
1650,846,-1.421,-1.288,0.9390296155,0.008663989753,Democratic,Democratic
1370,2348,1.08,-1.498,0.6833388309,0.7708333333,Republican,Democratic
1361,2348,1.461,-1.498,0.8412241133,0.7556818182,Republican,Democratic
337,2348,1.061,-1.498,0.8298499844,0.7375,Republican,Democratic
328,2348,-1.523,-1.498,0.9369035801,0.001893939394,Democratic,Democratic
332,2348,1.159,-1.498,0.85032565,0.7450396825,Republican,Democratic
2512,2348,-1.191,-1.498,0.8689673897,0.02786281179,Democratic,Democratic
2268,2348,-0.857,-1.498,0.8897504973,0.1105769231,Democratic,Democratic
614,2348,-0.634,-1.498,0.9141843764,0.1375,Democratic,Democratic
348,2348,0.484,-1.498,0.8333841039,0.4175,Republican,Democratic
2120,2348,-2.307,-1.498,0.8657919441,0.04730535467,Democratic,Democratic
615,2348,-1.498,-1.498,0.8283290122,0.007705479452,Democratic,Democratic
1529,2348,-1.862,-1.498,0.8700458201,0.0320423624,Democratic,Democratic
608,2348,-1.814,-1.498,0.8780589647,0.01704545455,Democratic,Democratic
324,2348,-1.207,-1.498,0.8901272906,0.001860948841,Democratic,Democratic
2513,2348,-1.12,-1.498,0.9025561918,0.06426056338,Democratic,Democratic
1853,2348,1.115,-1.498,0.850674266,0.6875,Republican,Democratic
2121,2348,-1.86,-1.498,0.7248092478,0.01704545455,Democratic,Democratic
326,2348,-1.264,-1.498,0.8717882154,0.0375,Democratic,Democratic
1851,2348,0.787,-1.498,0.8617790075,0.5089285714,Republican,Democratic
1532,2348,-1.088,-1.498,0.9579954493,0.01814516129,Democratic,Democratic
1368,2348,1.304,-1.498,0.7763765622,0.7291666667,Republican,Democratic
318,2348,-1.452,-1.498,0.8092630229,0.04519230769,Democratic,Democratic
2515,2348,-1.14,-1.498,0.9119857928,0.0225,Democratic,Democratic
1366,2348,1.246,-1.498,0.8069961691,0.6875,Republican,Democratic
355,2348,1.172,-1.498,0.6597289263,0.6875,Republican,Democratic
341,2348,-1.592,-1.498,0.7737299799,0.0,Democratic,Democratic
617,2348,-1.389,-1.498,0.8233471022,0.06291759465,Democratic,Democratic
1707,2348,-1.662,-1.498,0.9346947025,0.008928571429,Democratic,Democratic
349,2348,-1.147,-1.498,0.8938410507,0.03506097561,Democratic,Democratic
345,2348,-0.655,-1.498,0.8793620261,0.0375,Democratic,Democratic
338,2348,-1.323,-1.498,0.800501367,0.02083333333,Democratic,Democratic
317,2348,0.715,-1.498,0.9030325495,0.6041666667,Republican,Democratic
609,2348,-1.037,-1.498,0.8955144893,0.02546296296,Democratic,Democratic
361,2348,-1.268,-1.498,0.8917677591,0.07147435897,Democratic,Democratic
347,2348,-1.577,-1.498,0.8730370735,0.04861111111,Democratic,Democratic
826,2645,0.258,0.888,0.9758780521,0.2698412698,Republican,Republican
824,2645,-1.353,0.888,0.5813122748,0.6587301587,Democratic,Republican
838,2645,1.021,0.888,0.9646441466,0.1041162228,Republican,Republican
1848,2645,0.678,0.888,0.9776819473,0.06043956044,Republican,Republican
1825,2645,0.863,0.888,0.969468224,0.08539411496,Republican,Republican
827,2645,-1.416,0.888,0.9428909728,0.5476190476,Democratic,Republican
823,2645,-1.469,0.888,0.8986292972,0.5476190476,Democratic,Republican
829,2645,-1.39,0.888,0.8663035378,0.6269070735,Democratic,Republican
2644,2645,-1.608,0.888,0.849978242,0.5977698772,Democratic,Republican
836,2645,0.405,0.888,0.9296969637,0.01785714286,Republican,Republican
834,2645,-1.422,0.888,0.9415320023,0.6771625446,Democratic,Republican
2386,2645,-1.61,0.888,0.8455572836,0.5869550831,Democratic,Republican
839,2645,-1.378,0.888,0.8558374664,0.5267857143,Democratic,Republican
2086,2645,1.531,0.888,0.9076975405,0.1991163476,Republican,Republican
2189,1476,-0.412,-0.49,0.7630123079,0.01535087719,Democratic,Democratic
1480,1476,-0.893,-0.49,0.7080193515,0.0006747638327,Democratic,Democratic
2286,1476,-0.565,-0.49,0.9457054389,0.04110845295,Democratic,Democratic
1479,1476,-0.657,-0.49,0.8969081535,0.08082706767,Democratic,Democratic
498,1476,-0.616,-0.49,0.9285876832,0.02631578947,Democratic,Democratic
2738,1476,-0.557,-0.49,0.9365194332,0.02923976608,Democratic,Democratic
494,1476,-0.457,-0.49,0.9081240452,0.1388357257,Democratic,Democratic
2182,1476,-0.717,-0.49,0.9145163143,0.05701754386,Democratic,Democratic
500,1476,-0.391,-0.49,0.8069552554,0.00701754386,Democratic,Democratic
2181,1476,-0.459,-0.49,0.9260232774,0.02368421053,Democratic,Democratic
1473,1476,-0.435,-0.49,0.8656213733,0.06459330144,Democratic,Democratic
1122,1476,-0.777,-0.49,0.7081639368,0.01535087719,Democratic,Democratic
1471,1476,-0.668,-0.49,0.8908135946,0.01214574899,Democratic,Democratic
907,0,-2.107,-2.004,0.5219410753,0.004166666667,Democratic,Democratic
916,0,-1.502,-2.004,0.4905705004,0.02245283019,Democratic,Democratic
810,0,-2.149,-2.004,0.6004278158,0.03418255132,Democratic,Democratic
7,0,-2.402,-2.004,0.537883491,0.004166666667,Democratic,Democratic
809,0,-0.485,-2.004,0.6820469734,0.1342213115,Democratic,Democratic
1162,0,-1.025,-2.004,0.3151803953,0.01157407407,Democratic,Democratic
1426,0,-1.574,-2.004,0.684434838,0.1279761905,Democratic,Democratic
139,146,1.517,1.645,0.973063249,0.01468389225,Republican,Republican
1240,0,-1.164,-2.004,0.7016848141,0.0975,Democratic,Democratic
5,0,-1.676,-2.004,0.6495857644,0.09255085529,Democratic,Democratic
6,0,-2.078,-2.004,0.6849528324,0.04639328063,Democratic,Democratic
15,0,-1.798,-2.004,0.6696610884,0.04861111111,Democratic,Democratic
19,0,-1.719,-2.004,0.5757478815,0.08035714286,Democratic,Democratic
811,0,-2.028,-2.004,0.6285069839,0.1073113208,Democratic,Democratic
23,0,-1.921,-2.004,0.6725961831,0.08504098361,Democratic,Democratic
46,2167,-0.973,0.796,0.9353586165,0.4430555556,Democratic,Republican
1858,2167,-1.191,0.796,0.9111389345,0.2493421053,Democratic,Republican
32,2167,0.984,0.796,0.9559513261,0.07941919192,Republican,Republican
696,2167,0.491,0.796,0.9484533773,0.07166652252,Republican,Republican
695,2167,1.208,0.796,0.9511642208,0.04305555556,Republican,Republican
52,2167,-0.548,0.796,0.938906729,0.2763888889,Democratic,Republican
2149,2167,0.737,0.796,0.9427458082,0.0420751634,Republican,Republican
55,2167,0.796,0.796,0.9271599084,0.0779040404,Republican,Republican
675,2202,-2.132,-2.058,0.7119744971,0.04761904762,Democratic,Democratic
682,2202,-2.095,-2.058,0.8069322945,0.07142857143,Democratic,Democratic
683,2202,-1.408,-2.058,0.9046817492,0.02149574563,Democratic,Democratic
2760,2202,-2.022,-2.058,0.8996537925,0.0380952381,Democratic,Democratic
2382,2202,-1.67,-2.058,0.8290148656,0.04761904762,Democratic,Democratic
422,2210,-1.386,-1.273,0.8529674851,0.007399304013,Democratic,Democratic
1185,1622,-1.056,-1.08,0.9081436218,0.0361714435,Democratic,Democratic
1549,1622,-1.902,-1.08,0.3037091388,0.0007470811363,Democratic,Democratic
894,1622,-1.15,-1.08,0.4368953285,0.062462681,Democratic,Democratic
1186,1622,-0.866,-1.08,0.7779516216,0.06990160223,Democratic,Democratic
1246,1622,-1.999,-1.08,0.2662447009,0.04969958203,Democratic,Democratic
3,1622,-2.282,-1.08,0.2340997752,0.01135876261,Democratic,Democratic
503,1622,-1.496,-1.08,0.2245466935,0.01739998507,Democratic,Democratic
1601,1622,-1.134,-1.08,0.764995287,0.006409538737,Democratic,Democratic
997,1622,-1.226,-1.08,0.3396220214,0.1730762054,Democratic,Democratic
2508,1622,-0.734,-1.08,0.7684051885,0.08074171063,Democratic,Democratic
887,1622,-0.999,-1.08,0.7315491484,0.004833847506,Democratic,Democratic
2428,1622,-0.937,-1.08,0.7740727674,0.03379049112,Democratic,Democratic
1126,1622,-1.038,-1.08,0.5287133873,0.02308245521,Democratic,Democratic
1177,1622,-0.735,-1.08,0.7952524032,0.006110986714,Democratic,Democratic
2010,1622,-1.035,-1.08,0.8046651965,0.02593227656,Democratic,Democratic
2351,1622,0.867,-1.08,0.4622308732,0.7538084983,Republican,Democratic
519,1622,-1.153,-1.08,0.2092921308,0.004245036573,Democratic,Democratic
1182,1622,-0.945,-1.08,0.8065332032,0.09133928561,Democratic,Democratic
1600,1622,-0.907,-1.08,0.8016843974,0.03021906255,Democratic,Democratic
1602,1622,-1.174,-1.08,0.7815655888,0.002268751988,Democratic,Democratic
1187,1622,-0.927,-1.08,0.7913038949,0.002268751988,Democratic,Democratic
1173,1622,-1.248,-1.08,0.7667278993,0.03200477683,Democratic,Democratic
1603,1622,-1.045,-1.08,0.6979704347,0.09212382445,Democratic,Democratic
1183,1622,-1.016,-1.08,0.7203118677,0.06990160223,Democratic,Democratic
1125,1622,-1.028,-1.08,0.6330616836,0.002268751988,Democratic,Democratic
26,835,-1.78,-1.272,0.3905790912,0.01384585665,Democratic,Democratic
830,835,-1.406,-1.272,0.860124771,0.02747252747,Democratic,Democratic
824,835,-1.353,-1.272,0.5712682323,0.0873015873,Democratic,Democratic
1848,835,0.678,-1.272,0.8538037421,0.510989011,Republican,Democratic
2640,835,-1.298,-1.272,0.7728331985,0.04417293233,Democratic,Democratic
2644,835,-1.608,-1.272,0.7608504208,0.02634130575,Democratic,Democratic
829,835,-1.39,-1.272,0.8445356097,0.05547850208,Democratic,Democratic
2971,835,1.464,-1.272,0.8446276471,0.7142857143,Republican,Democratic
838,835,1.021,-1.272,0.8492262439,0.4673123487,Republican,Democratic
2646,835,0.799,-1.272,0.8318183674,0.5818903319,Republican,Democratic
2086,835,1.531,-1.272,0.7579013394,0.770544919,Republican,Democratic
2643,835,-1.526,-1.272,0.8495302111,0.0,Democratic,Democratic
828,835,-1.501,-1.272,0.8243089791,0.009523809524,Democratic,Democratic
1392,3013,0.592,0.279,0.7471871193,0.02777777778,Republican,Republican
1061,3013,0.059,0.279,0.9173343788,0.04166666667,Republican,Republican
192,146,-1.185,1.645,0.9119026868,0.3541968326,Democratic,Republican
101,146,2.59,1.645,0.8400790332,0.2518038448,Republican,Republican
128,146,1.483,1.645,0.752322808,0.02702786378,Republican,Republican
80,146,1.6,1.645,0.9584512257,0.01914438503,Republican,Republican
90,146,1.192,1.645,0.8748127578,0.03537815126,Republican,Republican
110,146,0.871,1.645,0.9367438189,0.008132201334,Republican,Republican
145,146,-1.489,1.645,0.6754707809,0.4964171123,Democratic,Republican
153,146,-1.541,1.645,0.8108976495,0.567124183,Democratic,Republican
194,146,-1.494,1.645,0.9088284379,0.4782352941,Democratic,Republican
196,146,-1.401,1.645,0.8268604229,0.5377941176,Democratic,Republican
138,146,1.225,1.645,0.9591305986,0.1217647059,Republican,Republican
1784,146,1.418,1.645,0.8897072532,0.0206240158,Republican,Republican
213,146,-1.181,1.645,0.7821688996,0.5115686275,Democratic,Republican
204,146,-0.664,1.645,0.8607982138,0.1960539978,Democratic,Republican
160,146,3.067,1.645,0.7452569123,0.2921789071,Republican,Republican
969,146,1.418,1.645,0.9419425437,0.02668273867,Republican,Republican
968,146,2.34,1.645,0.8882431192,0.1717647059,Republican,Republican
456,146,1.896,1.645,0.9179598658,0.05509803922,Republican,Republican
102,146,1.571,1.645,0.9325066278,0.03330316742,Republican,Republican
455,146,1.526,1.645,0.8837014996,0.1043734015,Republican,Republican
111,146,1.032,1.645,0.911892618,0.01459893048,Republican,Republican
152,146,1.056,1.645,0.9704134624,0.01156862745,Republican,Republican
129,146,1.083,1.645,0.9557420275,0.05323529412,Republican,Republican
148,146,1.569,1.645,0.9371814546,0.001971830986,Republican,Republican
149,146,1.49,1.645,0.905983501,0.1478516624,Republican,Republican
169,146,1.683,1.645,0.9391639554,0.02744164332,Republican,Republican
173,146,0.744,1.645,0.9563644894,0.02478160495,Republican,Republican
81,146,-1.501,1.645,0.7295538292,0.4907352941,Democratic,Republican
205,146,0.699,1.645,0.8930995821,0.4189760349,Democratic,Republican
162,146,0.921,1.645,0.9165660676,0.01156862745,Republican,Republican
165,146,1.1,1.645,0.9148166541,0.09240690772,Republican,Republican
177,146,1.484,1.645,0.8331340976,0.03915601023,Republican,Republican
185,146,0.814,1.645,0.971502611,0.02176470588,Republican,Republican
188,146,0.495,1.645,0.9266448148,0.02306288032,Republican,Republican
158,146,0.369,1.645,0.7990252105,0.1782352941,Republican,Republican
157,146,1.461,1.645,0.9640763038,0.03856316297,Republican,Republican
167,146,1.322,1.645,0.9665239109,0.05323529412,Republican,Republican
166,146,1.799,1.645,0.9445434517,0.1217647059,Republican,Republican
178,146,-0.741,1.645,0.9576803938,0.1526368318,Democratic,Republican
209,146,-1.3,1.645,0.887201988,0.3925210084,Democratic,Republican
170,146,2.276,1.645,0.856896071,0.1422775264,Republican,Republican
179,146,0.799,1.645,0.9614015892,0.01135930048,Republican,Republican
457,146,1.355,1.645,0.6938440708,0.3217647059,Republican,Republican
1631,775,-1.136,0.521,0.65396637,0.3267857143,Democratic,Republican
1625,775,-1.227,0.521,0.7223771487,0.4785307285,Democratic,Republican
1640,775,0.58,0.521,0.7406691947,0.04620716211,Republican,Republican
1646,775,0.711,0.521,0.8122386639,0.4213405464,Republican,Republican
1642,775,0.689,0.521,0.7438308914,0.001231527094,Republican,Republican
843,775,0.38,0.521,0.7521421879,0.119047619,Republican,Republican
1638,775,0.466,0.521,0.804271438,0.01428571429,Republican,Republican
733,775,-0.907,0.521,0.8849989974,0.255952381,Democratic,Republican
1647,775,0.723,0.521,0.8817965181,0.04181184669,Republican,Republican
728,775,0.238,0.521,0.8803516994,0.02197802198,Republican,Republican
783,775,0.679,0.521,0.8113405661,0.01669029895,Republican,Republican
725,775,1.133,0.521,0.8549164718,0.04329004329,Republican,Republican
87,775,-1.162,0.521,0.6849805988,0.6212624585,Democratic,Republican
745,775,-1.259,0.521,0.7596107919,0.4920634921,Democratic,Republican
235,775,0.66,0.521,0.5536120311,0.2142857143,Republican,Republican
2275,775,-1.46,0.521,0.797099304,0.5525594719,Democratic,Republican
1651,775,-1.163,0.521,0.6707444223,0.450952381,Democratic,Republican
778,775,0.534,0.521,0.7035496004,0.1607142857,Republican,Republican
749,775,-1.386,0.521,0.5978007465,0.6090225564,Democratic,Republican
741,775,1.809,0.521,0.8135722321,0.005714285714,Republican,Republican
748,775,0.533,0.521,0.8784906321,0.03571428571,Republican,Republican
784,775,0.663,0.521,0.8370390777,0.06020596778,Republican,Republican
723,775,-1.432,0.521,0.8859707214,0.384373004,Democratic,Republican
848,775,0.437,0.521,0.8415986926,0.01058201058,Republican,Republican
1624,775,0.631,0.521,0.8731771481,0.01550568076,Republican,Republican
1644,775,-1.255,0.521,0.8342551791,0.3352218536,Democratic,Republican
731,775,0.681,0.521,0.7855472674,0.05960351274,Republican,Republican
779,775,-1.52,0.521,0.6152125644,0.5602482095,Democratic,Republican
729,775,0.712,0.521,0.8163035887,0.04329004329,Republican,Republican
743,775,0.671,0.521,0.8833547132,0.001681861628,Republican,Republican
750,775,-1.119,0.521,0.8080936035,0.380952381,Democratic,Republican
739,775,0.759,0.521,0.8281172936,0.04571428571,Republican,Republican
788,775,0.638,0.521,0.8363489106,0.03571428571,Republican,Republican
787,775,0.467,0.521,0.6724820492,0.05494505495,Republican,Republican
1649,775,0.693,0.521,0.8737416606,0.01397515528,Republican,Republican
1630,775,0.678,0.521,0.8623568961,0.02255639098,Republican,Republican
738,775,0.765,0.521,0.7492633355,0.05626608752,Republican,Republican
776,775,0.635,0.521,0.8050489823,0.005363408521,Republican,Republican
736,775,0.206,0.521,0.85208366,0.0,Republican,Republican
786,775,0.457,0.521,0.7277075168,0.08013937282,Republican,Republican
2948,1507,-0.027,-0.183,0.9103727806,0.05718399414,Democratic,Democratic
1664,1507,-0.42,-0.183,0.8540166901,0.08817204301,Democratic,Democratic
1872,3014,0.864,0.983,0.8958157217,0.03571428571,Republican,Republican
2136,1612,-1.191,-1.27,0.8421050688,0.01724105057,Democratic,Democratic
528,1612,-1.182,-1.27,0.813607031,0.02142857143,Democratic,Democratic
1605,1612,-1.121,-1.27,0.8239563987,0.006912442396,Democratic,Democratic
1608,1612,0.013,-1.27,0.8734217773,0.09523809524,Republican,Democratic
2438,1612,-0.924,-1.27,0.7909510113,0.0658105939,Democratic,Democratic
1574,1612,0.611,-1.27,0.8613242498,0.3035714286,Republican,Democratic
525,1612,-1.291,-1.27,0.8822535708,0.02047109009,Democratic,Democratic
1299,1612,-1.12,-1.27,0.8833812382,0.02597402597,Democratic,Democratic
1565,1612,-1.147,-1.27,0.8019450561,0.001998899688,Democratic,Democratic
1304,1612,-1.03,-1.27,0.8263203562,0.02203832753,Democratic,Democratic
526,1612,-1.197,-1.27,0.8580311141,0.01455525606,Democratic,Democratic
512,1612,-1.234,-1.27,0.8909170421,0.03142857143,Democratic,Democratic
710,367,-0.887,-0.936,0.6721658054,0.0829590915,Democratic,Democratic
701,367,-0.876,-0.936,0.6505653188,0.03063407181,Democratic,Democratic
703,367,-0.937,-0.936,0.6312575184,0.04616953444,Democratic,Democratic
863,367,-0.823,-0.936,0.6789488818,0.0152942534,Democratic,Democratic
2034,367,-0.913,-0.936,0.3358592082,0.0570627884,Democratic,Democratic
1012,367,-1.625,-0.936,0.2914104444,0.07412439132,Democratic,Democratic
344,367,-1.385,-0.936,0.3181409473,0.02760966456,Democratic,Democratic
1374,367,-1.318,-0.936,0.4451691695,0.2214285714,Democratic,Democratic
991,367,-1.265,-0.936,0.387475826,0.1023809524,Democratic,Democratic
1132,367,-2.098,-0.936,0.467149669,0.03928571429,Democratic,Democratic
2772,367,-0.653,-0.936,0.6672139502,0.05847681555,Democratic,Democratic
1096,367,-1.266,-0.936,0.2660379561,0.01749084249,Democratic,Democratic
869,367,-0.742,-0.936,0.6951148418,0.06372247824,Democratic,Democratic
1687,367,-0.747,-0.936,0.6370368521,0.06071428571,Democratic,Democratic
2287,367,-1.437,-0.936,0.4057261035,0.03149864922,Democratic,Democratic
2614,1969,0.777,-0.46,0.9731612028,0.2862394958,Republican,Democratic
879,1969,0.897,-0.46,0.7390874041,0.3530844156,Republican,Democratic
810,20,-2.149,-1.438,0.7933837736,0.1255396709,Democratic,Democratic
821,20,-0.649,-1.438,0.9784349891,0.01814058957,Democratic,Democratic
5,20,-1.676,-1.438,0.8084016367,0.06717136693,Democratic,Democratic
1430,20,-0.835,-1.438,0.9558311479,0.02657004831,Democratic,Democratic
